CITY,Lat,Long,Elevation,Month,Year,city_max_day_rain,city_month_total_rain,city_avg_daily_rain,Anomalypct,Anomaly
New Brunswick,40.4896492,-74.4408766,12.5,5,2022,1.46,6.68,0.215483871,0.218562874,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2011,0.72,2.73,0.1092,0.263736264,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2012,1.63,4.63,0.210454545,0.352051836,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2013,2.64,10.43,0.386296296,0.253116012,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2014,1.38,3.24,0.108,0.425925926,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2015,1.94,6.32,0.263333333,0.306962025,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2016,0.84,1.95,0.067241379,0.430769231,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2017,1.79,4.84,0.161333333,0.369834711,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2018,0.96,3.35,0.139583333,0.286567164,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2019,1.3,5.4,0.18,0.240740741,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2020,1.33,2.69,0.089666667,0.494423792,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2021,1.56,3.23,0.107666667,0.482972136,N
New Brunswick,40.4896492,-74.4408766,12.5,6,2022,1.1,2.18,0.167692308,0.504587156,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2011,1.3,2.55,0.094444444,0.509803922,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2012,0.66,1.93,0.091904762,0.341968912,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2013,1.43,4.77,0.164482759,0.299790356,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2014,2,5.93,0.204482759,0.337268128,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2015,0.85,2.67,0.098888889,0.31835206,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2016,3.67,8.41,0.280333333,0.436385256,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2017,1,4.23,0.136451613,0.236406619,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2018,1.35,4.49,0.166296296,0.300668151,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2019,2.08,7.23,0.233225806,0.28769018,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2020,2.65,10.05,0.346551724,0.263681592,N
New Brunswick,40.4896492,-74.4408766,12.5,7,2021,1.09,4.89,0.157741935,0.222903885,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2011,8.12,16.21,0.623461538,0.500925355,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2012,1.33,3.89,0.138928571,0.341902314,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2013,1.44,4.36,0.181666667,0.330275229,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2014,0.62,1.23,0.05125,0.504065041,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2015,0.6,1.19,0.044074074,0.504201681,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2016,0.14,0.56,0.019310345,0.25,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2017,1.95,7.11,0.229354839,0.274261603,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2018,0.84,2.75,0.105769231,0.305454545,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2019,3.04,3.89,0.243125,0.781491003,Y
New Brunswick,40.4896492,-74.4408766,12.5,8,2020,0.9,5.1,0.17,0.176470588,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2021,1.73,5.9,0.203448276,0.293220339,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2011,2.79,8.09,0.288928571,0.34487021,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2012,0.72,2.76,0.095172414,0.260869565,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2013,0.91,2.42,0.083448276,0.376033058,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2014,0.65,1.35,0.051923077,0.481481481,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2015,1.58,3.03,0.104482759,0.521452145,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2016,1.02,2.09,0.074642857,0.488038278,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2017,0.86,1.53,0.051,0.562091503,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2018,1.34,6.17,0.205666667,0.217179903,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2019,0.66,1.26,0.042,0.523809524,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2020,1.83,4.78,0.164827586,0.382845188,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2021,8.3,11.27,0.375666667,0.7364685,Y
New Brunswick,40.4896492,-74.4408766,12.5,10,2011,0.34,0.92,0.054117647,0.369565217,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2012,1.17,3.82,0.141481481,0.306282723,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2013,0.06,0.17,0.006071429,0.352941176,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2014,1.26,3.76,0.139259259,0.335106383,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2015,1.75,4.14,0.138,0.422705314,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2016,0.55,1.97,0.089545455,0.279187817,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2017,3.85,5.18,0.167096774,0.743243243,Y
New Brunswick,40.4896492,-74.4408766,12.5,10,2018,1.49,3.26,0.10516129,0.457055215,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2019,1.05,4.74,0.158,0.221518987,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2020,2.15,5.47,0.176451613,0.393053016,N
New Brunswick,40.4896492,-74.4408766,12.5,10,2021,4.22,7.23,0.233225806,0.583679115,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2011,1.85,3.06,0.235384615,0.604575163,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2012,0.67,1.38,0.049285714,0.485507246,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2013,2.19,2.92,0.112307692,0.75,Y
New Brunswick,40.4896492,-74.4408766,12.5,11,2014,1.25,4.58,0.176153846,0.272925764,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2015,0.82,1.53,0.054642857,0.535947712,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2016,1.39,2.88,0.106666667,0.482638889,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2017,0.74,2.01,0.067,0.368159204,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2018,2.2,6.98,0.240689655,0.315186246,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2019,0.48,1.17,0.041785714,0.41025641,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2020,0.92,3.15,0.105,0.292063492,N
New Brunswick,40.4896492,-74.4408766,12.5,11,2021,0.25,0.89,0.029666667,0.280898876,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2011,2.48,3.75,0.416666667,0.661333333,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2012,1.68,4.69,0.180384615,0.358208955,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2013,1.19,4.65,0.172222222,0.255913978,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2014,1.16,3.45,0.156818182,0.336231884,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2015,1.11,4.54,0.151333333,0.244493392,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2016,1.17,4.05,0.139655172,0.288888889,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2017,0.48,1.72,0.055483871,0.279069767,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2018,1.11,5.48,0.176774194,0.202554745,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2019,1.31,7.14,0.230322581,0.183473389,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2020,1.22,5.24,0.174666667,0.232824427,N
New Brunswick,40.4896492,-74.4408766,12.5,12,2021,0.18,1.41,0.045483871,0.127659574,N
Somerville,40.570408,-74.605258,18.6,1,2011,1.45,3.73,0.120322581,0.388739946,N
Somerville,40.570408,-74.605258,18.6,1,2012,1.45,2.14,0.097272727,0.677570093,N
Somerville,40.570408,-74.605258,18.6,1,2013,1.02,2.59,0.083548387,0.393822394,N
Somerville,40.570408,-74.605258,18.6,1,2014,0.53,2.88,0.092903226,0.184027778,N
Somerville,40.570408,-74.605258,18.6,1,2015,0.04,0.04,0.01,1,Y
Somerville,40.570408,-74.605258,18.6,1,2016,1.12,1.93,0.965,0.580310881,N
Somerville,40.570408,-74.605258,18.6,1,2017,0.15,0.23,0.115,0.652173913,N
Somerville,40.570408,-74.605258,18.6,1,2019,0,0,0,0,N
Somerville,40.570408,-74.605258,18.6,1,2020,0.03,0.05,0.0125,0.6,N
Somerville,40.570408,-74.605258,18.6,1,2021,0.05,0.05,0.025,1,Y
Somerville,40.570408,-74.605258,18.6,1,2022,1.48,2.73,0.34125,0.542124542,N
Somerville,40.570408,-74.605258,18.6,2,2011,0.77,2.16,0.083076923,0.356481481,N
Somerville,40.570408,-74.605258,18.6,2,2012,0.3,1.01,0.036071429,0.297029703,N
Somerville,40.570408,-74.605258,18.6,2,2013,0.84,2.5,0.089285714,0.336,N
Somerville,40.570408,-74.605258,18.6,2,2014,1.5,5.04,0.18,0.297619048,N
Somerville,40.570408,-74.605258,18.6,2,2015,0,0,0,0,N
Somerville,40.570408,-74.605258,18.6,2,2016,0.93,1.68,0.336,0.553571429,N
Somerville,40.570408,-74.605258,18.6,2,2020,0.5,1.23,0.3075,0.406504065,N
Somerville,40.570408,-74.605258,18.6,2,2021,0.96,0.96,0.96,1,Y
Somerville,40.570408,-74.605258,18.6,2,2022,0.72,0.78,0.39,0.923076923,Y
Somerville,40.570408,-74.605258,18.6,3,2011,2.03,5.88,0.202758621,0.345238095,N
Somerville,40.570408,-74.605258,18.6,3,2012,0.66,1.47,0.063913043,0.448979592,N
Somerville,40.570408,-74.605258,18.6,3,2013,0.77,2.2,0.073333333,0.35,N
Somerville,40.570408,-74.605258,18.6,3,2014,2.11,3.89,0.125483871,0.542416452,N
Somerville,40.570408,-74.605258,18.6,3,2015,0.52,1.28,0.256,0.40625,N
Somerville,40.570408,-74.605258,18.6,3,2016,0.35,0.63,0.1575,0.555555556,N
Somerville,40.570408,-74.605258,18.6,3,2017,1.05,1.91,0.955,0.54973822,N
Somerville,40.570408,-74.605258,18.6,3,2019,0.52,0.52,0.26,1,Y
Somerville,40.570408,-74.605258,18.6,3,2020,0.01,0.01,0.005,1,Y
Somerville,40.570408,-74.605258,18.6,3,2021,1.09,1.98,0.495,0.550505051,N
Somerville,40.570408,-74.605258,18.6,3,2022,0.57,0.76,0.253333333,0.75,Y
Somerville,40.570408,-74.605258,18.6,4,2011,2.71,7.56,0.260689655,0.358465608,N
Somerville,40.570408,-74.605258,18.6,4,2012,2.06,2.73,0.094137931,0.754578755,Y
Somerville,40.570408,-74.605258,18.6,4,2013,0.63,2.3,0.076666667,0.273913043,N
Somerville,40.570408,-74.605258,18.6,4,2014,1.07,3.38,0.112666667,0.316568047,N
Somerville,40.570408,-74.605258,18.6,4,2015,1.15,1.82,0.2275,0.631868132,N
Somerville,40.570408,-74.605258,18.6,4,2016,0.25,0.78,0.156,0.320512821,N
Somerville,40.570408,-74.605258,18.6,4,2017,1.13,3.03,0.432857143,0.372937294,N
Somerville,40.570408,-74.605258,18.6,4,2019,1.09,4.57,0.240526316,0.238512035,N
Somerville,40.570408,-74.605258,18.6,4,2020,0.94,2.2,0.314285714,0.427272727,N
Somerville,40.570408,-74.605258,18.6,4,2022,2.35,5.57,0.557,0.421903052,N
Somerville,40.570408,-74.605258,18.6,5,2011,0.6,2.3,0.082142857,0.260869565,N
Somerville,40.570408,-74.605258,18.6,5,2012,1.65,4.75,0.169642857,0.347368421,N
Somerville,40.570408,-74.605258,18.6,5,2013,0.94,5.18,0.167096774,0.181467181,N
Somerville,40.570408,-74.605258,18.6,5,2014,3.44,5.86,0.189032258,0.587030717,N
Somerville,40.570408,-74.605258,18.6,5,2015,0.29,0.83,0.10375,0.34939759,N
Somerville,40.570408,-74.605258,18.6,5,2016,0.5,0.5,0.5,1,Y
Somerville,40.570408,-74.605258,18.6,5,2017,1.3,2.37,0.237,0.548523207,N
Somerville,40.570408,-74.605258,18.6,5,2019,2.06,9.58,0.330344828,0.215031315,N
Somerville,40.570408,-74.605258,18.6,5,2020,1.73,4.1,0.5125,0.42195122,N
Somerville,40.570408,-74.605258,18.6,5,2021,1.72,3.2,0.8,0.5375,N
Somerville,40.570408,-74.605258,18.6,5,2022,1.36,6.29,0.419333333,0.216216216,N
Somerville,40.570408,-74.605258,18.6,6,2011,1.25,2.49,0.095769231,0.502008032,N
Somerville,40.570408,-74.605258,18.6,6,2012,1.16,3.4,0.113333333,0.341176471,N
Somerville,40.570408,-74.605258,18.6,6,2013,2.79,8.68,0.289333333,0.321428571,N
Somerville,40.570408,-74.605258,18.6,6,2014,1.36,4.49,0.149666667,0.302895323,N
Somerville,40.570408,-74.605258,18.6,6,2015,1.84,7.13,0.274230769,0.258064516,N
Somerville,40.570408,-74.605258,18.6,6,2016,1.1,1.53,0.51,0.718954248,Y
Somerville,40.570408,-74.605258,18.6,6,2017,1.59,3.69,0.369,0.430894309,N
Somerville,40.570408,-74.605258,18.6,6,2019,0.68,2.37,0.091153846,0.286919831,N
Somerville,40.570408,-74.605258,18.6,6,2020,1.14,3.3,0.3,0.345454545,N
Somerville,40.570408,-74.605258,18.6,6,2021,0.8,2.93,0.244166667,0.273037543,N
Somerville,40.570408,-74.605258,18.6,6,2022,1.15,1.72,0.344,0.668604651,N
Somerville,40.570408,-74.605258,18.6,7,2011,1.46,3.2,0.123076923,0.45625,N
Somerville,40.570408,-74.605258,18.6,7,2012,1.61,5.4,0.174193548,0.298148148,N
Somerville,40.570408,-74.605258,18.6,7,2013,1.57,5.51,0.177741935,0.284936479,N
Somerville,40.570408,-74.605258,18.6,7,2014,2.51,9.1,0.293548387,0.275824176,N
Somerville,40.570408,-74.605258,18.6,7,2015,1.14,2.5,0.166666667,0.456,N
Somerville,40.570408,-74.605258,18.6,7,2016,1.66,6.07,0.867142857,0.273476112,N
Somerville,40.570408,-74.605258,18.6,7,2017,0.71,1.8,0.18,0.394444444,N
Somerville,40.570408,-74.605258,18.6,7,2018,1.24,1.94,0.176363636,0.639175258,N
Somerville,40.570408,-74.605258,18.6,7,2019,1.28,1.95,0.102631579,0.656410256,N
Somerville,40.570408,-74.605258,18.6,7,2020,2.24,5.16,0.469090909,0.434108527,N
Somerville,40.570408,-74.605258,18.6,7,2021,1.5,5,0.416666667,0.3,N
Somerville,40.570408,-74.605258,18.6,8,2011,7.29,10.49,0.552105263,0.694947569,N
Somerville,40.570408,-74.605258,18.6,8,2012,0.72,3.06,0.105517241,0.235294118,N
Somerville,40.570408,-74.605258,18.6,8,2013,1.31,4,0.153846154,0.3275,N
Somerville,40.570408,-74.605258,18.6,8,2014,0.82,1.15,0.23,0.713043478,Y
Somerville,40.570408,-74.605258,18.6,8,2015,0.81,1.96,0.28,0.413265306,N
Somerville,40.570408,-74.605258,18.6,8,2016,0.6,1.97,0.281428571,0.304568528,N
Somerville,40.570408,-74.605258,18.6,8,2017,1.58,3.19,0.227857143,0.495297806,N
Somerville,40.570408,-74.605258,18.6,8,2018,2.53,5.49,0.22875,0.460837887,N
Somerville,40.570408,-74.605258,18.6,8,2019,2.55,3.9,0.144444444,0.653846154,N
Somerville,40.570408,-74.605258,18.6,8,2020,1.31,5.3,0.407692308,0.247169811,N
Somerville,40.570408,-74.605258,18.6,8,2021,3,6.22,0.622,0.482315113,N
Somerville,40.570408,-74.605258,18.6,9,2011,2.35,7.89,0.263,0.297845374,N
Somerville,40.570408,-74.605258,18.6,9,2012,0.76,3.21,0.107,0.236760125,N
Somerville,40.570408,-74.605258,18.6,9,2013,0.96,1.35,0.05,0.711111111,Y
Somerville,40.570408,-74.605258,18.6,9,2014,0.32,0.47,0.156666667,0.680851064,N
Somerville,40.570408,-74.605258,18.6,9,2015,1.61,3.21,0.458571429,0.501557632,N
Somerville,40.570408,-74.605258,18.6,9,2016,0.41,0.82,0.205,0.5,N
Somerville,40.570408,-74.605258,18.6,9,2017,0.78,2.01,0.402,0.388059701,N
Somerville,40.570408,-74.605258,18.6,9,2018,2.21,9.19,0.34037037,0.240478781,N
Somerville,40.570408,-74.605258,18.6,9,2019,0.83,1.11,0.037,0.747747748,Y
Somerville,40.570408,-74.605258,18.6,9,2020,2.24,4.25,0.85,0.527058824,N
Somerville,40.570408,-74.605258,18.6,9,2021,8.18,11.35,1.891666667,0.720704846,Y
Somerville,40.570408,-74.605258,18.6,10,2011,0.72,2.42,0.0968,0.297520661,N
Somerville,40.570408,-74.605258,18.6,10,2012,1.82,3.46,0.192222222,0.526011561,N
Somerville,40.570408,-74.605258,18.6,10,2013,0.55,0.77,0.02483871,0.714285714,Y
Somerville,40.570408,-74.605258,18.6,10,2014,1.64,3.48,0.497142857,0.471264368,N
Somerville,40.570408,-74.605258,18.6,10,2015,2.23,4.01,0.802,0.556109726,N
Somerville,40.570408,-74.605258,18.6,10,2016,0.28,0.28,0.28,1,Y
Somerville,40.570408,-74.605258,18.6,10,2017,0.56,1.16,0.29,0.482758621,N
Somerville,40.570408,-74.605258,18.6,10,2018,0.41,0.78,0.039,0.525641026,N
Somerville,40.570408,-74.605258,18.6,10,2019,1.43,4.26,0.146896552,0.335680751,N
Somerville,40.570408,-74.605258,18.6,10,2021,0.51,0.84,0.42,0.607142857,N
Somerville,40.570408,-74.605258,18.6,11,2011,1.99,3.6,0.12,0.552777778,N
Somerville,40.570408,-74.605258,18.6,11,2012,0.67,1.42,0.047333333,0.471830986,N
Somerville,40.570408,-74.605258,18.6,11,2013,2.77,3.8,0.126666667,0.728947368,Y
Somerville,40.570408,-74.605258,18.6,11,2014,1.19,4.15,0.51875,0.286746988,N
Somerville,40.570408,-74.605258,18.6,11,2015,1.21,1.55,0.3875,0.780645161,Y
Somerville,40.570408,-74.605258,18.6,11,2016,0.19,0.19,0.19,1,Y
Somerville,40.570408,-74.605258,18.6,11,2017,0,0,0,0,N
Somerville,40.570408,-74.605258,18.6,11,2018,1.38,4.68,0.234,0.294871795,N
Somerville,40.570408,-74.605258,18.6,11,2019,0.73,1.2,0.057142857,0.608333333,N
Somerville,40.570408,-74.605258,18.6,11,2021,0.05,0.05,0.05,1,Y
Somerville,40.570408,-74.605258,18.6,12,2011,0.87,1.81,0.062413793,0.480662983,N
Somerville,40.570408,-74.605258,18.6,12,2012,1.7,5.31,0.171290323,0.320150659,N
Somerville,40.570408,-74.605258,18.6,12,2013,1.14,4.6,0.148387097,0.247826087,N
Somerville,40.570408,-74.605258,18.6,12,2014,0.27,0.56,0.186666667,0.482142857,N
Somerville,40.570408,-74.605258,18.6,12,2015,0.25,0.25,0.083333333,1,Y
Somerville,40.570408,-74.605258,18.6,12,2017,0.2,0.23,0.115,0.869565217,Y
Somerville,40.570408,-74.605258,18.6,12,2018,0,0,0,0,N
Somerville,40.570408,-74.605258,18.6,12,2019,1.07,1.13,0.2825,0.946902655,Y
Somerville,40.570408,-74.605258,18.6,12,2020,0.83,0.83,0.276666667,1,Y
Somerville,40.570408,-74.605258,18.6,12,2021,0.17,0.29,0.058,0.586206897,N
